,mobile,label
243,0c84c14eb7e2bf71070c5c216460cfe5,0.5
244,30d6ee0fd90beafbfe8905f2715f629d,0.0
245,68349963660060352b0d42130dacd664,0.0
246,74dcae5a95410d9d558c46e5b83d5df4,0.5
247,0bd1ceeb0e0b02fac126a788c8df2b6d,0.0
248,e22dcca4bf86c28c35d0737909ff7566,0.5
249,1335f804bc05c38148e0ee784d1ddd1b,0.5
250,36af2513983db01e29ea8362d8d458fa,0.5
251,4cff9e8dca4b2c3b8a24215a69a8fd65,0.5
252,36cdf2e95a3995b1f2ebfbfd4fd67e53,0.5
253,ef7c90badb41aa851ce4f7e958bcd9d2,0.5
254,d25e1b66896f29979977210ab54e0952,0.5
255,25f2dfd7b6e9f1167962d3f42c0f1b32,0.5
256,456be10bec351f6065a4911ab3a4876a,0.5
257,4a8024de122dc7c23d443fa41e2e1b06,0.5
258,156798235e1862bf6c162db268c63387,0.5
259,1f5909b738492463e2b225742c28d065,0.5
260,9e4f9ca8156f460641058b60a3b6b40b,0.0
261,1803a4e62b6948942b73222fd5de984a,0.0
262,55157134b87a59a63ab8f7e7e6199fcf,0.5
263,35389f75e55840f8c24a7818b7641ce6,0.0
264,83398bb8e89b659d3f86a4ad457a49f9,0.5
265,8c27716511c61be90f251c43f75d287c,0.5
266,7e2e03fb7e04279eda3b2e05968818d4,0.5
267,4f04b5ad93e75cc949c5805246edde26,0.5
268,075c5c37184f46923b4c373113a60ad6,0.5
269,938089dc6f08aabbcf85dd24d18c3a46,0.5
270,1615577f3d10a076baafb9104714e900,0.5
271,9a3ed741663133881cc5f9b8cd1d2e0d,0.5
272,6e3ba473949507b2a97d1ca1917b8ebb,0.0
273,f7fd9c279131a71c19738f95bc6ee428,0.5
274,58730536a91a682709e2e25957f294d0,0.5
275,542000a0856f3d001917a2b66efb1dca,0.0
276,2116dce41993c57cd8eddcb0747fa379,0.5
277,e9492f7cbdc9946e76a9e058bde93837,0.5
278,537770ac24bb61564070dbaa1c2669ab,0.5
279,9d9fb48ebd276f19bfe9803ae621403a,0.5
280,fef5f15460282f1bba845b2787ef92be,0.5
281,2b34e54a40da7c9530123d59acbc09f1,0.5
282,18bf1bbb7ec88487647c375073ae9ccc,0.5
283,45d2c6089b2e50e0f18559cb3e4cd782,0.0
284,82e92302e509c984d18b83f8f37a2179,0.5
285,713069c252297cac9ac9aa2656b467e5,0.5
286,eeb7fafc158379f185d92a659c5849db,1.0
287,66f12e7a0ee25b6b39e3f472d76e623b,0.5
288,2ee6bb84138d0b6a95e4fd629d2afb4b,0.5
289,4531cc35aff4525762c2c5dab00158a0,0.5
290,a6ff083393e301ed9c365c6952d0a77e,0.5
291,9e100e731036107246d229ccf35dffe0,0.5
292,1104ed91610d4e39b83a2d78e86bca28,0.5
293,c75e78633f029d79ab38874e2d473752,0.5
294,3606e3959be6d3e2c70c7064e8f40efe,0.5
295,6930af6f5110828b8f3e7295db38de03,0.5
296,3776323b905eff39836726853efa5d0c,0.5
297,fb02b90b04095888ffb02bf5df1005c6,0.5
298,230b4b301070710a5890f7c1e0283a05,0.0
299,697cb71ce89f6c588614d539dd0dd491,0.0
300,9c29eb32abf1c588af6915ab2a7e2225,0.0
301,a6b4e10ad9e77b69fa4921a4f1eea49f,0.5
302,dc2a4613eb19022f3690b1583ab6f9f1,0.5
303,906104277c0fc15f3178c39c24ed2e4f,0.5
304,b28e2af6fd353615b7ccde40c22e3aa4,0.5
305,c23a0f0e41b8734d7ae01a1a7537d6d8,0.5
306,4899206eb4139e9fd6c43e864dcb233c,0.5
307,299993c4a2c8779f23d9c48fa88ca953,0.5
308,14b0d7f6d2ce5851fd2c2c10e09f18cd,1.0
309,0b60f07f43182cc062958d5e9ac5aa6a,0.5
310,93e341a6f9fc178d5a0dca7a481bd229,0.5
311,ace17bbbf5cd4ef0164c8b9428ac6e3b,0.5
312,68567f507e4bc98a0e579ee725e74446,0.5
313,45e4f5d92be3837bd5fccdaaeba77dd5,0.5
314,7e55c2db4acb71a551d2f9ec4f3b1225,0.5
315,fe714921639edd0cc9a070f5c5e21c87,0.5
316,ca1bcc100c69095da1ed1629ccd11505,0.5
317,80ed064e61f3f7c9012d3c3082264db8,0.5
318,2d0c6759716bb15d3e6758124cb19cad,0.5
319,e55434deeb7e3c1721dcb533fc4fa877,0.5
320,ef3e8aa4398de7e911350e3d55659946,0.5
321,8ca0018a57809ddbb42dd9fce4dd333f,0.5
322,5e59d8bfdb912fff94f6fcd5d360b60b,0.5
323,80fcbf4f7a3d7b979bffcb86895e3d02,0.5
324,a0f09229cff2028c65f581b89e156964,0.5
325,18cdb9a00d370e59eb0a86722075aa8a,0.5
326,7f2edc92d4893035403b9b5a440187f8,0.5
327,9cfe67544ab0b01e5b10130057ba16b5,0.5
328,beb6383303e1ce9a6fc39642a391c2c2,0.5
329,a743b8ce12efef0216c9b8fd7c96af7a,0.5
330,56b0128a18dfe0910865314be4d677b6,0.5
331,5d8b214816ef3e652a474fcc594ec89a,0.5
332,210b66afe380ac08c6cd318fc9cedbbc,1.0
333,e575b1175f08a9648d83f311600d8f5a,0.5
334,9abecd21e4139d55b72e81aea997f7f5,0.0
335,139da603009f66c2728803b661a58df9,0.5
336,ec3fda30bd4660c0ed19aa02ca93c6a2,0.5
337,623759e27666f7487514bde436775b79,0.5
338,549d0c0ce020cfef5c43ee2a4ca79a32,0.0
339,2e25f2c23f7e59dd62127877faa51013,0.5
340,ed47b368653896b864bd953028501510,0.5
341,74b88686356e8756284cf4918aaa5ad0,0.5
342,5fbf707a91486d8b06fc4cc3e2667c42,0.5
343,df4463165f55c807a6c371ded8e3b057,0.5
344,b529d95c5d1633a78df9889f7815a5fa,0.5
345,a0c3c7d2539cfc2923e188fe7abff221,0.5
346,f6e254d4dff7fc024252b48df830d1d5,0.0
347,1c986f0faa9f3f2ffeafdd4d326cda64,0.5
348,140298444bbc2d307f57d18eb6386867,0.0
349,c37e86e24029621ddb6651daf5849fe3,0.0
350,e5cc299fe687cf82bdbaf34e43c15ad1,0.5
351,e771dcd23b13135d0ab65a882719f3f2,0.5
352,6f899c1e0c80bf13778430ca3ca817a6,0.0
353,0bc198bcfaa67048ae414b66dee74962,0.5
354,dd89afd1a14e06811c2f49e7010530d1,0.5
355,eab95732ac9e639cb40214a3a3d6fe45,0.5
356,850f8e75e8cd0401caf4f3f5a6a771d2,0.0
357,8e807696b98b1f6a2dad3d7012d3f7d9,0.5
358,a54f081f8107b39dfb9ad18539bc5bd3,0.5
359,9d70b36eea2f56434bb00d9b448f4689,0.5
360,4a59c2f2cade6ae1e775d7a9ca7bbcb1,0.5
361,d517a0fa5bb18ea274a59dfefbf4e645,0.5
362,08f095e481aad1fc4bb36242fa3e6cde,0.5
363,7a5973f9fb238428d4a0a47482f3816d,0.5
364,137cec6ec65ed4ffa093591ebcbc2f2a,0.5
365,a87314e1c75390cc8fa12879e2ed1e92,0.5
366,be0ed99ede0337c395a79b3dde573acb,0.5
367,d551060bd40648578217002fac08cbcd,0.5
368,bc7c545f7399d906035bde0d4a7e176c,0.5
369,ca477d4fb12d4c98ac0bf448a482910a,0.5
370,427b390e7762a5f215809d497aa5034a,0.5
371,673f984d0bfd147b22c79d4f42be2f6a,0.0
372,902386df1752c70ecedc70a6311dbf1d,0.5
373,6f33e5222cd1e61b000a94a12f4107b0,0.5
374,6c15ba495550fc2fc86bf7e4a942db9c,0.5
375,cb031917a4067209d92b303ce68af7c0,0.5
376,6d8369380e2df0333413ff9d741ca7ca,0.5
377,b23f694428c0e733ee1d8c39b68dfd99,0.5
378,cf531ac813b48806493787fa3d4c5f0f,0.5
379,d4d4090b592e148ab858eaaf53613cca,0.5
380,f49e715e458887d5dd43f44226e7c035,0.5
381,c4d2f93959c9287b4bf2b322da68a635,0.5
382,caabb3b2126e68833ac664e60c99d2bd,0.5
383,b2fefe16433424e26009a61e157386a8,0.5
384,a8808c989017ebddc6384cbc7f568018,0.5
385,dfe61b1158ba9e315798dcc07257fb93,1.0
386,5021e6f84c26ec674f897ecaa67c3117,0.5
387,4b183d685e8d14edd764526041fde190,0.5
388,751a30d88c5d0982242ff2da77750ecf,0.5
389,ccff6dc27ead77c2b25358db19bc945d,0.5
390,f6de597815d0055a4b7614259ca5d24d,0.5
391,3207d7f2a222837ef3006e56de798620,0.5
392,f7c1d5f2dd3657d0dfd237533046ac03,0.5
393,99f2cefaef8313368deebbf0c969d4f3,0.5
394,7258686b423ee67092c2ec19fd325a63,0.5
395,097598f5fb5d9996c62d9370bbcdce3a,0.5
396,0ee713debed8d09324302d95b3c41e79,0.0
397,9d9f28ab242b80833f88226b3f83a6a9,0.5
398,4e95a280237f30b721cb0c7cbe8087d4,0.5
399,165839547606e49d92095eccac7ad582,0.5
400,5ed7fbc088c4bb4b0cdf16d31221c8f1,0.5
401,ec727fc2cb0370797ea2ec1da629248d,0.5
402,812201296d3ca3d81f84fa6d96ccd51e,0.0
403,906852bfb1094abf9f0b9f68eadfe5da,0.5
404,a69159bafa0cf9a68c2a3a73b8d0ec8a,0.5
405,dc4b226855ac3ee3ff32fa7a749bdc90,0.0
406,52f92d0f5f610a956c2c7fa5af05791f,0.5
407,1e3532f0bef1ff9bc1a54bce3847bfbd,0.5
408,c3a52ca84fd0b2386fcd1c79f3f98b7f,0.5
409,e02f3bb19c1f8284725b3bc7d7924fd9,0.5
410,4434823c3d08d1bcd6057920b6470002,0.0
411,4763d206383d3355ecfdc052f11895de,0.5
412,f23e5f6cd460f68802e617bd828b83b1,0.5
413,4ccb8b213463576771817649553be6ba,0.5
414,372349a01b077617bf62686c8a0c1912,0.0
415,8cfc785198977caf48b2b7c5e81709f1,0.5
416,a6f572ec592a54d93a0e5cc490d3ad83,0.0
417,15230d20b8483bb87b9f52a5fe7a7f14,0.5
418,8605dca5b8ccffbb2e912caff95116fd,0.5
419,3b37dad427abdcc75eee4bb990eec36a,0.5
420,083aa04887a8d56a406a35210ccc7491,0.5
421,cea5c907152dc0668517d54dcf824b0a,0.5
422,bc702ef368b29bd86ab3bd5e9644eaca,0.5
423,84fab572b5e3ff8464fc40527e99b868,0.5
424,a0226a0615f7f1c16105dd54384c649c,0.5
425,a918533f6400f7497beb8f468e4c996b,0.5
426,78329793635296bc703efc129c535379,1.0
427,c6f772fc3415ecb32736bd10dacceb68,0.5
428,2e0f11ee59b7ee749fb4ab5834c506f7,0.5
429,f1daba9c47a0a3cab8930c8ca3e966be,0.5
430,4dd22dc877b45c17aaa5427dd20162f0,0.5
431,0a15c0c139e2b749719e0dc07f06f1f9,0.5
432,7558ac3fff05d20a8bf1605cbbe0d505,0.5
433,dbaaf6a4702b98cbd7cfa7bbc9cac180,0.5
434,086232ef46a2fb457d01a0ee8ae24bb7,0.5
435,7d3b007b16c8e2b34dcc7773ea3d5db1,0.5
436,ba9022ef63831c8d1fd69429948a347d,0.5
437,752595071f5623f1c2743c513badff17,0.5
438,ecc1da0bc7836ff018171332fc2dbec7,0.5
439,7b76907e8d6ebf467ab8492a36086e2d,0.5
440,f5dcf21d40eaf418ef62c6f773486b6b,0.5
441,0a641d32d1543ca68ffe334897a36a82,0.5
442,19b50fed37e7b5abfbd831739e2088e0,0.5
443,b9a0746e8106bf3e66114d53a1ab72a1,0.5
444,56a83542bc51387aabc64b42076f2e6a,0.5
445,61cb75627965b756aea029a6cadaf793,0.5
446,3fb62b246b9f314384cc5ccb94c1f8e5,0.5
447,57093ef5572198b2c1fbd33ad7324df0,0.5
448,f16204c0af05b1235a013714375c707f,0.5
449,7289297e598462231ea01fa2f6972d77,0.5
450,bef6926b7ab7bec677e46216728f4c08,0.5
451,90545bd1948740e67623680901e89f66,0.5
452,cc54c407d26f0ce5960722db719454d9,0.5
453,b02e75254cd27977809fceb0d540f382,0.5
454,fb34fb348adaee53f401d8fe61dbd056,0.5
455,cc1387d921d670ad1f12fe8148a26264,1.0
456,fafb658d64516067e7c4a4ad84b9117c,0.5
457,7511ec9a396e45951961b10313572be1,0.0
458,494b48467655fa65b0907f736f9b0b16,0.5
459,71f5ce0bb99fc1aed575752d0f92ca55,0.0
460,a9bf15d3277774b7d23f9eeb609200cf,0.5
461,9347212edcfebf371bcc179448ff27c4,0.5
462,6569f74ced7ac1d538c5c542607d43e6,0.5
463,c028efcd0d03b95358ec4e4a1e3345b4,0.5
464,2c30b3e0f023d17a4cc2a8cb1d62988f,0.5
465,5a1ea93f8fddbe983118a7a076854040,0.5
466,85834c6b36b434da313e4bc64d69dc04,0.5
467,f28485418adfc1abe49eefc5d66f336f,0.5
468,6e6688ae5a7b140b0aee01ffde27c9a3,0.5
469,b196fcdb93915ca5a06463db97067741,0.5
470,ee8815c399ac4d6dabf968253f5dd88b,0.5
471,c0ba894043ba050d877acd027f9bff26,0.5
472,2f7f396e913e0f7ec6954b4038aed7a7,0.5
473,b37d4184e9a9004fb30fc55aa8dd87c9,0.5
474,8ef168c29082309bd5c2f957d4496962,0.5
475,11780885a304f8a0bd6b10eb78073c3b,0.5
476,42107c2126cf23ed0ce6d9bde6d23968,0.5
477,bbf1de5f0b6e1531fd8c2aed5212bd28,0.5
478,b455b334a7ddb3881962529a7e572c00,0.5
479,98d306d7b04176f5b6cbdcb1b78c2cc5,0.5
480,3c38164552c31e3c11f3ffea52ad0a82,1.0
481,8bb65e93c6c64b026629a41440207d42,0.5
482,7f7c79381f63fed174c6b930d97e7a1f,0.5
483,9ced8e35134ce06f169f2a56b2a38896,0.5
484,cd769b5160d666646ccfdaf1364c6570,0.5
485,197729f7aa6f8f714f4547612ab6e57c,0.0
486,606f75550e849fc326fe9479c2fcbb99,0.5
487,c26879e86650349b4e3df467afdb2f56,0.5
488,cc611f306c5129ee7c3cdfb43ed892c2,0.5
489,b9ae0110c487ec5704f7299d5afa6690,0.5
490,4330992b44ce39a407664222138788df,0.5
491,7867dc75f81f2b7a54f40395ebdc4e70,0.5
492,3d1feb66c5974f543d05addec3236bcd,0.5
493,66e602c942b6646ab7143840ee30b0ba,0.0
494,6cff8d271b2c2422c38b26403b02921b,0.5
495,be1a3c5e40dde42bb83bc8a34d39a5fe,0.0
